text,sentiment
One of the best hotel,positive
Simply Fantastic,positive
Everything was good but we didn’t receive the room category we choose. They said it’s not available. It was a bit disappointing.,neutral
Great beach hotel,positive
"The overall experience was very good. The location, the sea, the rooms, the staff and the entire property was excellent. The food was very good. Was woken up by the sound of waves in the morning. Wonderful experience. One of the best hotels that I stayed in Sri Lanka. Truly a memorable stay.",positive
Great Property - Poor General Manager,negative
Excellent journey,positive
this is our first visit to heritance ahungalla.staff and the service was excellent.we really enjoyed.speally my kids.rooms are very clean and food is amazing. we really want to come back on our next holiday too.,positive
Must stay when in Lanka..!!,negative
"Choose a higher floor if possible, overlooking the sea to enjoy any breezes coming off the water.",neutral
Avoid at all costs,negative
heritance ahungalla,negative
FAM TOUR - SLITHM,negative
"Higher floor rooms come with a view, but might have a bit of walking",neutral
设施不错，但海水和海滩都不好,neutral
1st Strange that I am the first to review this in 2015 despite this been a popular destination. Before going I had a look at the web site. I saw a couple of brocken links and informed them but they did not respond back to me... I was a bit skeptical as a 5 star hotel needs to keep its web site 5 star. My skeptism was correct when I went there... I felt the staff was not bothered about good service. They were in general NOT FRIENDLY. The hotel I found not to be well maintained. Things are getting old and discoloured. They did not have a changing room for the pool. Thus you need to change in your room and go. Through the hotel to the pool (I am talking about the main pool). Food was good. Generally it was ok but I was expecting a lot more. I would say this is more of a 4+ star hotel than a 5 Star.,neutral
Getaway,neutral
Visit! You will not regret :),positive
Great ocean views with fantastic service,positive
"Customer service is excellent. and there is a huge pool. Saturdays and Sundays are great. The food, the service, the staff, the room, everything was perfect. There is no point in describing it all. One must experience it. it's the best place I've ever been and I simply can not wait to go back.",positive
Adequate hotel for the money,neutral
Tranquility in the midst of Luxury,positive
"There was some minor renovations of the neighbouring rooms, but since we were mostly at the pool or out during the day, it didn't really bother us. Helpful attentive staff and a great breakfast. Other meals were good too. Loved the in house guests only pool as compared to the main pool as it had more shade. But main pool had a lovely view of the ocean. This hotel has its charm in its design and fittings. Not like the neighbouring Riu which I'm sure is great but is more modern and ... well white. The beach here is clean and really nice. Nothing much near the hotel, except the turtle hatcheries. May not appeal to many but do understand that at least the eggs are being hatched and released rather than consumed. So don't begrudge the entrance fees.",neutral
